11
5/29/2024 6:21 PM
Wavelength (nm)	10mm Absorbance
292.0	9.801
292.5	9.729
293.0	9.664
293.5	9.596
294.0	9.523
294.5	9.452
295.0	9.390
295.5	9.338
296.0	9.263
296.5	9.176
297.0	9.109
297.5	9.049
298.0	8.984
298.5	8.935
299.0	8.885
299.5	8.841
300.0	8.800
300.5	8.758
301.0	8.704
301.5	8.651
302.0	8.591
302.5	8.542
303.0	8.493
303.5	8.449
304.0	8.414
304.5	8.376
305.0	8.337
305.5	8.308
306.0	8.265
306.5	8.223
307.0	8.177
307.5	8.140
308.0	8.100
308.5	8.053
309.0	8.018
309.5	7.973
310.0	7.935
310.5	7.904
311.0	7.868
311.5	7.842
312.0	7.811
312.5	7.785
313.0	7.754
313.5	7.726
314.0	7.707
314.5	7.681
315.0	7.643
315.5	7.618
316.0	7.592
316.5	7.564
317.0	7.540
317.5	7.514
318.0	7.482
318.5	7.447
319.0	7.432
319.5	7.406
320.0	7.375
320.5	7.364
321.0	7.347
321.5	7.315
322.0	7.287
322.5	7.243
323.0	7.194
323.5	7.159
324.0	7.131
324.5	7.095
325.0	7.068
325.5	7.033
326.0	7.012
326.5	6.976
327.0	6.934
327.5	6.893
328.0	6.850
328.5	6.827
329.0	6.786
329.5	6.758
330.0	6.728
330.5	6.682
331.0	6.647
331.5	6.603
332.0	6.560
332.5	6.515
333.0	6.469
333.5	6.433
334.0	6.389
334.5	6.345
335.0	6.296
335.5	6.247
336.0	6.182
336.5	6.125
337.0	6.078
337.5	6.026
338.0	5.989
338.5	5.944
339.0	5.896
339.5	5.830
340.0	5.775
340.5	5.726
341.0	5.655
341.5	5.589
342.0	5.533
342.5	5.485
343.0	5.443
343.5	5.399
344.0	5.348
344.5	5.287
345.0	5.239
345.5	5.181
346.0	5.112
346.5	5.041
347.0	4.985
347.5	4.939
348.0	4.895
348.5	4.852
349.0	4.794
349.5	4.747
350.0	4.701
350.5	4.646
351.0	4.594
351.5	4.545
352.0	4.505
352.5	4.466
353.0	4.419
353.5	4.364
354.0	4.312
354.5	4.266
355.0	4.218
355.5	4.172
356.0	4.124
356.5	4.088
357.0	4.052
357.5	4.017
358.0	3.971
358.5	3.929
359.0	3.893
359.5	3.855
360.0	3.813
360.5	3.773
361.0	3.730
361.5	3.699
362.0	3.668
362.5	3.641
363.0	3.611
363.5	3.588
364.0	3.565
364.5	3.542
365.0	3.519
365.5	3.495
366.0	3.467
366.5	3.440
367.0	3.417
367.5	3.399
368.0	3.380
368.5	3.357
369.0	3.331
369.5	3.309
370.0	3.289
370.5	3.264
371.0	3.242
371.5	3.221
372.0	3.210
372.5	3.199
373.0	3.181
373.5	3.162
374.0	3.147
374.5	3.128
375.0	3.111
375.5	3.092
376.0	3.077
376.5	3.063
377.0	3.045
377.5	3.035
378.0	3.018
378.5	3.009
379.0	3.002
379.5	2.994
380.0	2.987
380.5	2.976
381.0	2.967
381.5	2.956
382.0	2.939
382.5	2.926
383.0	2.908
383.5	2.898
384.0	2.882
384.5	2.875
385.0	2.867
385.5	2.861
386.0	2.856
386.5	2.849
387.0	2.839
387.5	2.824
388.0	2.816
388.5	2.811
389.0	2.794
389.5	2.794
390.0	2.792
390.5	2.788
391.0	2.782
391.5	2.779
392.0	2.770
392.5	2.757
393.0	2.750
393.5	2.745
394.0	2.734
394.5	2.731
395.0	2.726
395.5	2.718
396.0	2.718
396.5	2.716
397.0	2.704
397.5	2.696
398.0	2.687
398.5	2.683
399.0	2.674
399.5	2.665
400.0	2.659
400.5	2.654
401.0	2.656
401.5	2.652
402.0	2.648
402.5	2.645
403.0	2.641
403.5	2.638
404.0	2.630
404.5	2.618
405.0	2.610
405.5	2.605
406.0	2.605
406.5	2.600
407.0	2.598
407.5	2.599
408.0	2.601
408.5	2.595
409.0	2.586
409.5	2.575
410.0	2.568
410.5	2.562
411.0	2.560
411.5	2.554
412.0	2.549
412.5	2.548
413.0	2.543
413.5	2.537
414.0	2.533
414.5	2.530
415.0	2.529
415.5	2.526
416.0	2.524
416.5	2.514
417.0	2.498
417.5	2.483
418.0	2.470
418.5	2.462
419.0	2.458
419.5	2.451
420.0	2.447
420.5	2.443
421.0	2.442
421.5	2.436
422.0	2.430
422.5	2.429
423.0	2.425
423.5	2.420
424.0	2.416
424.5	2.407
425.0	2.397
425.5	2.390
426.0	2.389
426.5	2.387
427.0	2.386
427.5	2.386
428.0	2.389
428.5	2.390
429.0	2.390
429.5	2.388
430.0	2.381
430.5	2.378
431.0	2.371
431.5	2.369
432.0	2.359
432.5	2.354
433.0	2.353
433.5	2.351
434.0	2.348
434.5	2.347
435.0	2.343
435.5	2.345
436.0	2.345
436.5	2.343
437.0	2.337
437.5	2.334
438.0	2.332
438.5	2.329
439.0	2.322
439.5	2.314
440.0	2.306
440.5	2.298
441.0	2.292
441.5	2.280
442.0	2.277
442.5	2.277
443.0	2.280
443.5	2.287
444.0	2.288
444.5	2.284
445.0	2.279
445.5	2.275
446.0	2.266
446.5	2.257
447.0	2.247
447.5	2.243
448.0	2.236
448.5	2.234
449.0	2.232
449.5	2.228
450.0	2.228
450.5	2.232
451.0	2.231
451.5	2.233
452.0	2.237
452.5	2.240
453.0	2.238
453.5	2.236
454.0	2.236
454.5	2.230
455.0	2.228
455.5	2.226
456.0	2.217
456.5	2.212
457.0	2.212
457.5	2.207
458.0	2.203
458.5	2.205
459.0	2.208
459.5	2.203
460.0	2.199
460.5	2.199
461.0	2.190
461.5	2.185
462.0	2.180
462.5	2.175
463.0	2.175
463.5	2.174
464.0	2.177
464.5	2.175
465.0	2.173
465.5	2.178
466.0	2.179
466.5	2.179
467.0	2.176
467.5	2.175
468.0	2.174
468.5	2.170
469.0	2.170
469.5	2.170
470.0	2.164
470.5	2.169
471.0	2.170
471.5	2.169
472.0	2.165
472.5	2.160
473.0	2.157
473.5	2.154
474.0	2.153
474.5	2.151
475.0	2.148
475.5	2.148
476.0	2.152
476.5	2.154
477.0	2.157
477.5	2.158
478.0	2.158
478.5	2.161
479.0	2.160
479.5	2.157
480.0	2.152
480.5	2.144
481.0	2.143
481.5	2.139
482.0	2.135
482.5	2.128
483.0	2.121
483.5	2.122
484.0	2.121
484.5	2.123
485.0	2.123
485.5	2.121
486.0	2.114
486.5	2.106
487.0	2.095
487.5	2.091
488.0	2.089
488.5	2.092
489.0	2.101
489.5	2.108
490.0	2.112
490.5	2.111
491.0	2.110
491.5	2.108
492.0	2.109
492.5	2.111
493.0	2.110
493.5	2.109
494.0	2.111
494.5	2.112
495.0	2.109
495.5	2.108
496.0	2.114
496.5	2.122
497.0	2.130
497.5	2.139
498.0	2.139
498.5	2.140
499.0	2.140
499.5	2.141
500.0	2.133
500.5	2.124
501.0	2.120
501.5	2.114
502.0	2.109
502.5	2.110
503.0	2.108
503.5	2.107
504.0	2.111
504.5	2.117
505.0	2.120
505.5	2.116
506.0	2.115
506.5	2.111
507.0	2.113
507.5	2.115
508.0	2.116
508.5	2.114
509.0	2.115
509.5	2.113
510.0	2.115
510.5	2.110
511.0	2.108
511.5	2.107
512.0	2.108
512.5	2.107
513.0	2.108
513.5	2.106
514.0	2.104
514.5	2.104
515.0	2.104
515.5	2.103
516.0	2.104
516.5	2.103
517.0	2.098
517.5	2.092
518.0	2.087
518.5	2.084
519.0	2.087
519.5	2.097
520.0	2.100
520.5	2.104
521.0	2.106
521.5	2.108
522.0	2.105
522.5	2.097
523.0	2.089
523.5	2.088
524.0	2.093
524.5	2.100
525.0	2.102
525.5	2.106
526.0	2.108
526.5	2.109
527.0	2.105
527.5	2.103
528.0	2.099
528.5	2.093
529.0	2.087
529.5	2.076
530.0	2.066
530.5	2.060
531.0	2.049
531.5	2.041
532.0	2.035
532.5	2.038
533.0	2.042
533.5	2.050
534.0	2.062
534.5	2.069
535.0	2.075
535.5	2.078
536.0	2.072
536.5	2.070
537.0	2.061
537.5	2.058
538.0	2.057
538.5	2.059
539.0	2.063
539.5	2.063
540.0	2.058
540.5	2.056
541.0	2.054
541.5	2.050
542.0	2.047
542.5	2.044
543.0	2.038
543.5	2.033
544.0	2.031
544.5	2.030
545.0	2.031
545.5	2.037
546.0	2.041
546.5	2.046
547.0	2.051
547.5	2.052
548.0	2.053
548.5	2.050
549.0	2.051
549.5	2.045
550.0	2.039
550.5	2.031
551.0	2.021
551.5	2.017
552.0	2.017
552.5	2.016
553.0	2.016
553.5	2.014
554.0	2.018
554.5	2.015
555.0	2.013
555.5	2.009
556.0	2.006
556.5	2.010
557.0	2.016
557.5	2.022
558.0	2.015
558.5	2.013
559.0	2.017
559.5	2.011
560.0	2.009
560.5	2.002
561.0	1.997
561.5	1.995
562.0	1.999
562.5	1.997
563.0	1.984
563.5	1.981
564.0	1.979
564.5	1.975
565.0	1.980
565.5	1.979
566.0	1.989
566.5	2.004
567.0	2.018
567.5	2.019
568.0	2.017
568.5	2.015
569.0	2.008
569.5	2.001
570.0	1.994
570.5	1.985
571.0	1.985
571.5	1.988
572.0	1.986
572.5	1.976
573.0	1.969
573.5	1.967
574.0	1.960
574.5	1.958
575.0	1.957
575.5	1.966
576.0	1.971
576.5	1.973
577.0	1.973
577.5	1.968
578.0	1.962
578.5	1.955
579.0	1.942
579.5	1.934
580.0	1.932
580.5	1.941
581.0	1.942
581.5	1.943
582.0	1.949
582.5	1.956
583.0	1.957
583.5	1.953
584.0	1.948
584.5	1.944
585.0	1.942
585.5	1.941
586.0	1.939
586.5	1.939
587.0	1.940
587.5	1.939
588.0	1.939
588.5	1.936
589.0	1.932
589.5	1.927
590.0	1.922
590.5	1.920
591.0	1.918
591.5	1.922
592.0	1.928
592.5	1.930
593.0	1.935
593.5	1.934
594.0	1.933
594.5	1.927
595.0	1.926
595.5	1.919
596.0	1.912
596.5	1.915
597.0	1.920
597.5	1.922
598.0	1.918
598.5	1.918
599.0	1.917
599.5	1.913
600.0	1.906
600.5	1.897
601.0	1.895
601.5	1.893
602.0	1.891
602.5	1.892
603.0	1.893
603.5	1.899
604.0	1.902
604.5	1.900
605.0	1.900
605.5	1.902
606.0	1.907
606.5	1.906
607.0	1.904
607.5	1.902
608.0	1.897
608.5	1.900
609.0	1.895
609.5	1.894
610.0	1.894
610.5	1.890
611.0	1.891
611.5	1.884
612.0	1.877
612.5	1.875
613.0	1.875
613.5	1.884
614.0	1.888
614.5	1.891
615.0	1.894
615.5	1.894
616.0	1.893
616.5	1.884
617.0	1.879
617.5	1.876
618.0	1.873
618.5	1.871
619.0	1.861
619.5	1.854
620.0	1.855
620.5	1.852
621.0	1.846
621.5	1.841
622.0	1.843
622.5	1.841
623.0	1.845
623.5	1.851
624.0	1.853
624.5	1.862
625.0	1.872
625.5	1.877
626.0	1.874
626.5	1.872
627.0	1.867
627.5	1.853
628.0	1.848
628.5	1.843
629.0	1.835
629.5	1.831
630.0	1.833
630.5	1.841
631.0	1.841
631.5	1.842
632.0	1.839
632.5	1.833
633.0	1.832
633.5	1.833
634.0	1.831
634.5	1.833
635.0	1.836
635.5	1.849
636.0	1.860
636.5	1.865
637.0	1.863
637.5	1.860
638.0	1.847
638.5	1.833
639.0	1.817
639.5	1.802
640.0	1.793
640.5	1.802
641.0	1.820
641.5	1.830
642.0	1.844
642.5	1.860
643.0	1.862
643.5	1.859
644.0	1.856
644.5	1.853
645.0	1.847
645.5	1.849
646.0	1.845
646.5	1.837
647.0	1.835
647.5	1.833
648.0	1.821
648.5	1.814
649.0	1.811
649.5	1.808
650.0	1.800
650.5	1.795
651.0	1.790
651.5	1.783
652.0	1.792
652.5	1.797
653.0	1.799
653.5	1.813
654.0	1.829
654.5	1.838
655.0	1.837
655.5	1.840
656.0	1.846
656.5	1.840
657.0	1.844
657.5	1.844
658.0	1.833
658.5	1.833
659.0	1.834
659.5	1.826
660.0	1.823
660.5	1.812
661.0	1.805
661.5	1.802
662.0	1.802
662.5	1.805
663.0	1.799
663.5	1.803
664.0	1.814
664.5	1.811
665.0	1.807
665.5	1.793
666.0	1.786
666.5	1.791
667.0	1.784
667.5	1.785
668.0	1.781
668.5	1.786
669.0	1.788
669.5	1.785
670.0	1.785
670.5	1.790
671.0	1.792
671.5	1.796
672.0	1.792
672.5	1.795
673.0	1.787
673.5	1.775
674.0	1.760
674.5	1.760
675.0	1.767
675.5	1.772
676.0	1.775
676.5	1.783
677.0	1.784
677.5	1.785
678.0	1.777
678.5	1.766
679.0	1.763
679.5	1.777
680.0	1.783
680.5	1.784
681.0	1.796
681.5	1.800
682.0	1.798
682.5	1.790
683.0	1.778
683.5	1.770
684.0	1.761
684.5	1.753
685.0	1.745
685.5	1.738
686.0	1.746
686.5	1.749
687.0	1.752
687.5	1.752
688.0	1.754
688.5	1.754
689.0	1.744
689.5	1.740
690.0	1.745
690.5	1.744
691.0	1.752
691.5	1.760
692.0	1.765
692.5	1.775
693.0	1.780
693.5	1.781
694.0	1.785
694.5	1.793
695.0	1.794
695.5	1.787
696.0	1.790
696.5	1.789
697.0	1.781
697.5	1.780
698.0	1.772
698.5	1.768
699.0	1.762
699.5	1.755
700.0	1.745
700.5	1.736
701.0	1.732
701.5	1.729
702.0	1.736
702.5	1.741
703.0	1.746
703.5	1.757
704.0	1.765
704.5	1.773
705.0	1.781
705.5	1.778
706.0	1.782
706.5	1.792
707.0	1.792
707.5	1.782
708.0	1.782
708.5	1.785
709.0	1.779
709.5	1.775
710.0	1.771
710.5	1.761
711.0	1.755
711.5	1.748
712.0	1.735
712.5	1.720
713.0	1.716
713.5	1.709
714.0	1.711
714.5	1.717
715.0	1.735
715.5	1.744
716.0	1.752
716.5	1.768
717.0	1.773
717.5	1.766
718.0	1.759
718.5	1.753
719.0	1.750
719.5	1.748
720.0	1.753
720.5	1.749
721.0	1.760
721.5	1.772
722.0	1.781
722.5	1.797
723.0	1.808
723.5	1.817
724.0	1.830
724.5	1.833
725.0	1.825
725.5	1.820
726.0	1.812
726.5	1.796
727.0	1.784
727.5	1.775
728.0	1.752
728.5	1.728
729.0	1.729
729.5	1.717
730.0	1.711
730.5	1.721
731.0	1.730
731.5	1.736
732.0	1.743
732.5	1.751
733.0	1.745
733.5	1.736
734.0	1.738
734.5	1.736
735.0	1.739
735.5	1.748
736.0	1.759
736.5	1.769
737.0	1.781
737.5	1.792
738.0	1.794
738.5	1.793
739.0	1.783
739.5	1.778
740.0	1.770
740.5	1.766
741.0	1.760
741.5	1.750
742.0	1.754
742.5	1.755
743.0	1.750
743.5	1.746
744.0	1.737
744.5	1.731
745.0	1.727
745.5	1.728
746.0	1.719
746.5	1.702
747.0	1.696
747.5	1.691
748.0	1.688
748.5	1.703
749.0	1.723
749.5	1.739
750.0	1.758
750.5	1.778
751.0	1.790
751.5	1.781
752.0	1.769
752.5	1.758
753.0	1.738
753.5	1.731
754.0	1.727
754.5	1.722
755.0	1.721
755.5	1.723
756.0	1.726
756.5	1.708
757.0	1.702
757.5	1.701
758.0	1.699
758.5	1.708
759.0	1.715
759.5	1.721
760.0	1.728
760.5	1.736
761.0	1.727
761.5	1.710
762.0	1.705
762.5	1.700
763.0	1.686
763.5	1.672
764.0	1.664
764.5	1.671
765.0	1.688
765.5	1.706
766.0	1.713
766.5	1.727
767.0	1.749
767.5	1.755
768.0	1.758
768.5	1.760
769.0	1.767
769.5	1.771
770.0	1.766
770.5	1.761
771.0	1.755
771.5	1.752
772.0	1.746
772.5	1.734
773.0	1.743
773.5	1.752
774.0	1.770
774.5	1.782
775.0	1.778
775.5	1.779
776.0	1.774
776.5	1.762
777.0	1.748
777.5	1.722
778.0	1.710
778.5	1.711
779.0	1.717
779.5	1.722
780.0	1.720
780.5	1.732
781.0	1.742
781.5	1.753
782.0	1.760
782.5	1.753
783.0	1.752
783.5	1.760
784.0	1.755
784.5	1.757
785.0	1.758
785.5	1.763
786.0	1.775
786.5	1.779
787.0	1.784
787.5	1.784
788.0	1.767
788.5	1.764
789.0	1.754
789.5	1.758
790.0	1.754
790.5	1.754
791.0	1.762
791.5	1.753
792.0	1.747
792.5	1.748
793.0	1.740
793.5	1.747
794.0	1.734
794.5	1.726
795.0	1.728
795.5	1.725
796.0	1.729
796.5	1.735
797.0	1.736
797.5	1.748
798.0	1.756
798.5	1.759
799.0	1.741
799.5	1.736
800.0	1.734
800.5	1.729
801.0	1.729
801.5	1.736
802.0	1.729
802.5	1.724
803.0	1.726
803.5	1.723
804.0	1.725
804.5	1.737
805.0	1.748
805.5	1.758
806.0	1.759
806.5	1.764
807.0	1.763
807.5	1.745
808.0	1.733
808.5	1.710
809.0	1.697
809.5	1.695
810.0	1.691
810.5	1.684
811.0	1.685
811.5	1.701
812.0	1.717
812.5	1.736
813.0	1.759
813.5	1.752
814.0	1.746
814.5	1.738
815.0	1.705
815.5	1.674
816.0	1.667
816.5	1.676
817.0	1.686
817.5	1.711
818.0	1.738
818.5	1.747
819.0	1.754
819.5	1.760
820.0	1.751
820.5	1.749
821.0	1.751
821.5	1.735
822.0	1.712
822.5	1.701
823.0	1.692
823.5	1.692
824.0	1.693
824.5	1.709
825.0	1.724
825.5	1.733
826.0	1.713
826.5	1.684
827.0	1.660
827.5	1.628
828.0	1.603
828.5	1.603
829.0	1.624
829.5	1.659
830.0	1.693
830.5	1.714
831.0	1.723
831.5	1.724
832.0	1.707
832.5	1.675
833.0	1.654
833.5	1.646
834.0	1.648
834.5	1.659
835.0	1.673
835.5	1.689
836.0	1.711
836.5	1.732
837.0	1.751
837.5	1.766
838.0	1.779
838.5	1.777
839.0	1.762
839.5	1.751
840.0	1.748
840.5	1.745
841.0	1.754
841.5	1.770
842.0	1.782
842.5	1.799
843.0	1.823
843.5	1.792
844.0	1.768
844.5	1.755
845.0	1.727
845.5	1.697
846.0	1.693
846.5	1.677
847.0	1.678
847.5	1.696
848.0	1.710
848.5	1.695
849.0	1.699
849.5	1.699
850.0	1.688


16
5/29/2024 6:26 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.34667	
//WLCalib: 261S 	-0.23000	
//WLCalib: 362S 	-0.96000	
//WLCalib: 484S 	-0.30000	
//WLCalib: 529S 	-0.11000	
//WLCalib: 823S 	-0.54000	
//QSpecEnd: 
190.0	3.028
190.5	3.142
191.0	3.250
191.5	3.534
192.0	3.343
192.5	3.465
193.0	3.648
193.5	3.492
194.0	3.460
194.5	3.485
195.0	3.391
195.5	3.327
196.0	3.353
196.5	3.454
197.0	3.732
197.5	3.948
198.0	4.388
198.5	4.807
199.0	5.287
199.5	5.612
200.0	6.049
200.5	6.342
201.0	6.831
201.5	7.387
202.0	8.030
202.5	8.574
203.0	9.352
203.5	9.909
204.0	10.493
204.5	10.959
205.0	11.320
205.5	11.578
206.0	11.784
206.5	11.963
207.0	12.149
207.5	12.311
208.0	12.541
208.5	12.735
209.0	12.927
209.5	13.037
210.0	13.151
210.5	13.268
211.0	13.333
211.5	13.452
212.0	13.541
212.5	13.654
213.0	13.751
213.5	13.812
214.0	13.860
214.5	13.920
215.0	13.985
215.5	14.102
216.0	14.251
216.5	14.451
217.0	14.651
217.5	14.920
218.0	15.179
218.5	15.505
219.0	15.865
219.5	16.270
220.0	16.676
220.5	17.127
221.0	17.541
221.5	17.926
222.0	18.272
222.5	18.575
223.0	18.840
223.5	19.131
224.0	19.460
224.5	19.826
225.0	20.227
225.5	20.733
226.0	21.642
226.5	22.658
227.0	23.604
227.5	24.650
228.0	25.413
228.5	25.972
229.0	26.098
229.5	25.847
230.0	25.268
230.5	24.448
231.0	23.740
231.5	23.237
232.0	22.655
232.5	22.224
233.0	21.659
233.5	21.196
234.0	20.803
234.5	20.405
235.0	19.975
235.5	19.466
236.0	19.089
236.5	18.915
237.0	18.415
237.5	17.962
238.0	17.461
238.5	16.990
239.0	16.698
239.5	16.345
240.0	16.118
240.5	15.844
241.0	15.566
241.5	15.377
242.0	15.148
242.5	15.035
243.0	14.893
243.5	14.817
244.0	14.695
244.5	14.557
245.0	14.363
245.5	14.154
246.0	13.961
246.5	13.775
247.0	13.622
247.5	13.527
248.0	13.459
248.5	13.420
249.0	13.368
249.5	13.310
250.0	13.232
250.5	13.112
251.0	13.028
251.5	12.937
252.0	12.861
252.5	12.806
253.0	12.760
253.5	12.703
254.0	12.671
254.5	12.656
255.0	12.655
255.5	12.599
256.0	12.593
256.5	12.556
257.0	12.493
257.5	12.433
258.0	12.350
258.5	12.244
259.0	12.179
259.5	12.154
260.0	12.170
260.5	12.146
261.0	12.152
261.5	12.145
262.0	12.123
262.5	12.156
263.0	12.145
263.5	12.121
264.0	12.096
264.5	12.106
265.0	12.123
265.5	12.105
266.0	12.125
266.5	12.083
267.0	12.072
267.5	12.104
268.0	12.048
268.5	12.034
269.0	12.035
269.5	12.044
270.0	12.052
270.5	12.056
271.0	12.038
271.5	11.974
272.0	11.932
272.5	11.883
273.0	11.814
273.5	11.773
274.0	11.752
274.5	11.710
275.0	11.674
275.5	11.659
276.0	11.632
276.5	11.606
277.0	11.561
277.5	11.503
278.0	11.432
278.5	11.363
279.0	11.286
279.5	11.174
280.0	11.049
280.5	10.978
281.0	10.894
281.5	10.805
282.0	10.705
282.5	10.608
283.0	10.538
283.5	10.453
284.0	10.370
284.5	10.275
285.0	10.189
285.5	10.118
286.0	10.031
286.5	9.942
287.0	9.863
287.5	9.776
288.0	9.703
288.5	9.609
289.0	9.517
289.5	9.421
290.0	9.327
290.5	9.237
291.0	9.141
291.5	9.074
292.0	9.006
292.5	8.935
293.0	8.865
293.5	8.780
294.0	8.703
294.5	8.626
295.0	8.545
295.5	8.460
296.0	8.379
296.5	8.312
297.0	8.240
297.5	8.175
298.0	8.104
298.5	8.045
299.0	8.000
299.5	7.943
300.0	7.876
300.5	7.804
301.0	7.734
301.5	7.674
302.0	7.610
302.5	7.557
303.0	7.500
303.5	7.466
304.0	7.418
304.5	7.374
305.0	7.334
305.5	7.299
306.0	7.265
306.5	7.234
307.0	7.195
307.5	7.158
308.0	7.122
308.5	7.089
309.0	7.049
309.5	7.017
310.0	6.978
310.5	6.959
311.0	6.934
311.5	6.911
312.0	6.893
312.5	6.869
313.0	6.850
313.5	6.826
314.0	6.799
314.5	6.769
315.0	6.746
315.5	6.734
316.0	6.721
316.5	6.710
317.0	6.700
317.5	6.679
318.0	6.649
318.5	6.622
319.0	6.586
319.5	6.572
320.0	6.545
320.5	6.527
321.0	6.509
321.5	6.490
322.0	6.471
322.5	6.445
323.0	6.417
323.5	6.401
324.0	6.383
324.5	6.365
325.0	6.344
325.5	6.330
326.0	6.310
326.5	6.289
327.0	6.266
327.5	6.237
328.0	6.209
328.5	6.183
329.0	6.159
329.5	6.128
330.0	6.105
330.5	6.076
331.0	6.035
331.5	5.994
332.0	5.957
332.5	5.907
333.0	5.859
333.5	5.816
334.0	5.780
334.5	5.746
335.0	5.705
335.5	5.663
336.0	5.610
336.5	5.567
337.0	5.526
337.5	5.474
338.0	5.433
338.5	5.387
339.0	5.348
339.5	5.301
340.0	5.245
340.5	5.182
341.0	5.111
341.5	5.048
342.0	4.989
342.5	4.933
343.0	4.889
343.5	4.841
344.0	4.801
344.5	4.752
345.0	4.692
345.5	4.629
346.0	4.563
346.5	4.492
347.0	4.429
347.5	4.382
348.0	4.336
348.5	4.291
349.0	4.241
349.5	4.186
350.0	4.126
350.5	4.066
351.0	4.002
351.5	3.939
352.0	3.891
352.5	3.846
353.0	3.798
353.5	3.757
354.0	3.709
354.5	3.657
355.0	3.609
355.5	3.561
356.0	3.513
356.5	3.466
357.0	3.425
357.5	3.380
358.0	3.339
358.5	3.301
359.0	3.260
359.5	3.217
360.0	3.176
360.5	3.137
361.0	3.092
361.5	3.051
362.0	3.014
362.5	2.982
363.0	2.954
363.5	2.930
364.0	2.902
364.5	2.875
365.0	2.841
365.5	2.815
366.0	2.786
366.5	2.757
367.0	2.728
367.5	2.708
368.0	2.686
368.5	2.663
369.0	2.628
369.5	2.599
370.0	2.572
370.5	2.557
371.0	2.541
371.5	2.523
372.0	2.510
372.5	2.498
373.0	2.478
373.5	2.458
374.0	2.431
374.5	2.414
375.0	2.398
375.5	2.386
376.0	2.375
376.5	2.361
377.0	2.349
377.5	2.333
378.0	2.315
378.5	2.301
379.0	2.286
379.5	2.276
380.0	2.264
380.5	2.253
381.0	2.244
381.5	2.230
382.0	2.216
382.5	2.199
383.0	2.186
383.5	2.180
384.0	2.170
384.5	2.161
385.0	2.154
385.5	2.148
386.0	2.138
386.5	2.122
387.0	2.109
387.5	2.094
388.0	2.088
388.5	2.083
389.0	2.070
389.5	2.062
390.0	2.056
390.5	2.047
391.0	2.034
391.5	2.024
392.0	2.020
392.5	2.013
393.0	2.011
393.5	2.009
394.0	2.001
394.5	1.995
395.0	1.986
395.5	1.975
396.0	1.966
396.5	1.963
397.0	1.959
397.5	1.954
398.0	1.954
398.5	1.953
399.0	1.945
399.5	1.934
400.0	1.924
400.5	1.912
401.0	1.906
401.5	1.902
402.0	1.898
402.5	1.894
403.0	1.891
403.5	1.886
404.0	1.876
404.5	1.865
405.0	1.856
405.5	1.850
406.0	1.847
406.5	1.850
407.0	1.849
407.5	1.846
408.0	1.846
408.5	1.845
409.0	1.838
409.5	1.830
410.0	1.820
410.5	1.817
411.0	1.814
411.5	1.816
412.0	1.809
412.5	1.803
413.0	1.800
413.5	1.796
414.0	1.791
414.5	1.786
415.0	1.782
415.5	1.783
416.0	1.782
416.5	1.778
417.0	1.763
417.5	1.749
418.0	1.736
418.5	1.725
419.0	1.717
419.5	1.711
420.0	1.706
420.5	1.702
421.0	1.700
421.5	1.698
422.0	1.694
422.5	1.691
423.0	1.688
423.5	1.686
424.0	1.683
424.5	1.679
425.0	1.673
425.5	1.670
426.0	1.671
426.5	1.674
427.0	1.674
427.5	1.671
428.0	1.671
428.5	1.674
429.0	1.670
429.5	1.666
430.0	1.663
430.5	1.662
431.0	1.658
431.5	1.653
432.0	1.644
432.5	1.640
433.0	1.637
433.5	1.635
434.0	1.629
434.5	1.627
435.0	1.626
435.5	1.627
436.0	1.622
436.5	1.621
437.0	1.620
437.5	1.620
438.0	1.619
438.5	1.618
439.0	1.615
439.5	1.613
440.0	1.610
440.5	1.603
441.0	1.598
441.5	1.589
442.0	1.585
442.5	1.583
443.0	1.585
443.5	1.590
444.0	1.594
444.5	1.590
445.0	1.587
445.5	1.580
446.0	1.574
446.5	1.563
447.0	1.560
447.5	1.557
448.0	1.557
448.5	1.560
449.0	1.564
449.5	1.557
450.0	1.557
450.5	1.556
451.0	1.552
451.5	1.550
452.0	1.554
452.5	1.555
453.0	1.555
453.5	1.556
454.0	1.556
454.5	1.551
455.0	1.547
455.5	1.546
456.0	1.539
456.5	1.536
457.0	1.537
457.5	1.537
458.0	1.535
458.5	1.530
459.0	1.525
459.5	1.520
460.0	1.515
460.5	1.514
461.0	1.509
461.5	1.506
462.0	1.506
462.5	1.508
463.0	1.509
463.5	1.504
464.0	1.504
464.5	1.502
465.0	1.497
465.5	1.503
466.0	1.503
466.5	1.503
467.0	1.501
467.5	1.498
468.0	1.495
468.5	1.493
469.0	1.496
469.5	1.496
470.0	1.493
470.5	1.498
471.0	1.495
471.5	1.493
472.0	1.488
472.5	1.480
473.0	1.478
473.5	1.479
474.0	1.484
474.5	1.486
475.0	1.486
475.5	1.484
476.0	1.482
476.5	1.487
477.0	1.487
477.5	1.486
478.0	1.486
478.5	1.487
479.0	1.486
479.5	1.484
480.0	1.480
480.5	1.471
481.0	1.470
481.5	1.469
482.0	1.465
482.5	1.458
483.0	1.454
483.5	1.451
484.0	1.448
484.5	1.449
485.0	1.448
485.5	1.445
486.0	1.441
486.5	1.436
487.0	1.429
487.5	1.427
488.0	1.428
488.5	1.432
489.0	1.438
489.5	1.445
490.0	1.450
490.5	1.447
491.0	1.442
491.5	1.438
492.0	1.436
492.5	1.435
493.0	1.435
493.5	1.436
